result_id,model_id,decision,construct,window,modality,comparator,population,rationale,factor
V33-OD-0148,NONE,HOLD,Opioid demand,48 h,UNCLEAR,Sham,Outcome-specific analyzed population,"Physical modality unresolved: needle OR patch in source. Source QC: Reservoir contains 2 µg/kg sufentanil in 100 mL; group body weight is unavailable, so solution volume cannot be converted to group mean opioid mass",
V33-OD-0149,NONE,HOLD,Opioid demand,48 h,UNCLEAR,Sham,Outcome-specific analyzed population,Physical modality unresolved: needle OR patch in source. Source QC: Do not translate compression count into delivered sufentanil mass,
V33-OD-0150,NONE,HOLD,PONV,Postoperative,UNCLEAR,Sham,Outcome-specific analyzed population,Physical modality unresolved: needle OR patch in source. Source QC: Adverse-event percentages elsewhere are internally inconsistent; raw 1/27 vs 8/26 is retained,
V33-OD-0151,NONE,HOLD,Opioid consumption,0-24 h,UNCLEAR,Sham,Outcome-specific analyzed population,Physical modality unresolved: needle OR patch in source. Source QC: 24-h PCIA volume/compressions are not reported; even 48-h volume cannot be converted exactly to sufentanil mass without body weight,
V33-OD-0152,NONE,HOLD,GI recovery,Postoperative,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: 26/306 randomized patients excluded in per-protocol analysis; exclusions include ICU transfer and operation cancellation",
V33-OD-0153,NONE,HOLD,GI recovery,Postoperative,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Use PP analyzed denominators explicitly; do not fabricate mean/SD",
V33-OD-0154,NONE,EXCLUDE,GI recovery,Postoperative,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Study-specific PGD definition; majority of events were in colorectal stratum,
V33-OD-0155,NONE,EXCLUDE,Pain,6 h,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Pain is reported as binary VAS ≥4 rather than continuous score,
V33-OD-0156,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Printed pump unit is clinically implausible, programming is missing, and actual 24-h delivered dose is not reported; do not silently change mg to µg",
V33-OD-0157,NONE,EXCLUDE,Pain,Within 24 h,TEAS,Sham,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: 9/129 randomized participants excluded after randomization, including postoperative bleeding and conversion to laparotomy; no ITT sensitivity analysis",
V33-OD-0159,NONE,EXCLUDE,Rescue opioid use,Through 48 h,TEAS,Sham,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Morphine was 1 mg IV per administration, but number of administrations and cumulative dose per patient are not reported",
V33-OD-0160,NONE,EXCLUDE,PONV,Postoperative follow-up,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Published RR/P-value for PONV are internally inconsistent; use raw 4/58 vs 14/62,
V33-OD-0161,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Binary morphine use is reported, but administration counts and cumulative dose are not",
V33-OD-0162,NONE,EXCLUDE,Neurocognitive,POD1,TEAS,Sham,Outcome-specific analyzed population,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Control prose prints 11 cases as 25%, but 11/50 = 22%; preserve count as authoritative",
V33-OD-0165,NONE,EXCLUDE,Opioid demand,0-24 h,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Compressions may represent demands rather than successful boluses; do not convert to sufentanil mass,
V33-OD-0166,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"Source ambiguity or unavailable required statistic: Nonstandard or incomplete statistic; no inferred quantities. Source QC: Published PCA formulation is ambiguous/implausibly low, successful delivered boluses are not reported, and actual cumulative sufentanil is unavailable",
V33-OD-0167,NONE,HOLD,Intraoperative opioid,Intraoperative,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Abstract gives TEAS 0.65 (0.45-1.00) and control 0.90 (0.67-1.23); master uses Results/Figure 4 values and retains source discrepancy",
V33-OD-0169,NONE,EXCLUDE,Rescue opioid use,Through POD1,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: All rescue users received one 5-mg IM dezocine dose; no repeat rescue doses were required,
V33-OD-0170,NONE,HOLD,Pain,24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Exact means/SDs are figure-only; do not infer numeric values from bar heights",
V33-OD-0171,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"Source ambiguity or unavailable required statistic: Nonstandard or incomplete statistic; no inferred quantities. Source QC: PCIA composition is known but bolus volume, basal rate, delivered-volume and successful-delivery counts are not; two opioids are present in the pump",
V33-OD-0172,NONE,EXCLUDE,Cardiac rhythm,First 24 h,EA,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Three randomized participants discontinued after randomization; preserve analyzed denominators 38 and 39,
V33-OD-0173,NONE,HOLD,Sleep quality,First postoperative night,EA,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Objective sleep-recorder endpoint; control electrical-current status is not completely clear in the publication",
V33-OD-0174,NONE,HOLD,Pain,24 h,EA,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: Figure shows approximately 2/10 in both groups, but exact means/SDs are not numerically reported",
V33-OD-0175,NONE,HOLD,Opioid consumption,0-24 h,EA,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: No source-grounded exact 0-24-h postoperative opioid total is available in the reconciled extraction",
V33-OD-0176,NONE,HOLD,Pain,24 h,EA,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: One randomized participant was not included in the final EA analysis; the 24-h pain difference is not significant",
V33-OD-0177,NONE,HOLD,Experimental pain,24 h,EA,Sham,Outcome-specific analyzed population,"Source ambiguity or unavailable required statistic: Nonstandard or incomplete statistic; no inferred quantities. Source QC: EA advantage was reported at 30 min and 6 h, not at 24 or 48 h; the earlier stored RoB fabricated a significant 24-h result",
V33-OD-0178,NONE,HOLD,Opioid consumption,0-24 h,EA,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: The prior derivative's 24-h sufentanil result was fabricated; no source-grounded exact 24-h postoperative opioid total is available",
V33-OD-0179,NONE,EXCLUDE,Catheter-related bladder discomfort,End of surgery,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: 75 randomized but only 70 analyzed; preserve 35/35 outcome denominators. The stored 6-h CRBD endpoint does not exist in the source,
V33-OD-0180,NONE,EXCLUDE,Catheter-related bladder discomfort,PACU discharge,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: 75 randomized but only 70 analyzed; preserve 35/35 outcome denominators. The stored 6-h CRBD endpoint does not exist in the source,
V33-OD-0181,NONE,EXCLUDE,Catheter-related bladder discomfort,24 h,TEAS,Sham,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: 75 randomized but only 70 analyzed; preserve 35/35 outcome denominators. The stored 6-h CRBD endpoint does not exist in the source,
V33-OD-0182,NONE,HOLD,Catheter-related bladder discomfort,48 h,TEAS,Sham,Outcome-specific analyzed population,"Source ambiguity or unavailable required statistic: Unresolved source conflict or undefined endpoint; printed values retained, excluded from quantitative models. Source QC: 75 randomized but only 70 analyzed; preserve 35/35 outcome denominators. The stored 6-h CRBD endpoint does not exist in the source | V34: SOURCE CONFLICT: abstract 48-h CRBD 4/35 versus 7/35; Table 2 4/35 versus 19/35. Retain table values; quantitative HOLD pending adjudication.",
V33-OD-0183,NONE,HOLD,Opioid consumption,0-24 h,TEAS,Sham,Outcome-specific analyzed population,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion. Source QC: The source trial focuses on CRBD; no source-grounded exact cumulative 24-h opioid endpoint is available",
V33-OD-0186,NONE,EXCLUDE,Opioid consumption,First 24 postoperative hours,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Outcome-specific analyzed population,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: This is not the sham-controlled contrast; keep separate from active-vs-sham synthesis,
V33-OD-0188,NONE,HOLD,Opioid demand,48 h,EA,Sham,Outcome-specific analyzed population,General anaesthesia unverified from available main report. Source QC: 174 randomized but outcome tables use only 158 completers; dropout reasons include 'unsatisfactory effects' despite ITT terminology,
V33-OD-0189,NONE,HOLD,Opioid demand,48 h,EA,Sham,Outcome-specific analyzed population,General anaesthesia unverified from available main report. Source QC: 174 randomized but outcome tables use only 158 completers; dropout reasons include 'unsatisfactory effects' despite ITT terminology,
V33-OD-0190,NONE,HOLD,Opioid consumption,24 h,EA,Sham,Outcome-specific analyzed population,General anaesthesia unverified from available main report. Source QC: Main article does not report fentanyl concentration. Do not convert mL to µg/mg/MME. 2-Hz vs 20/100-Hz inferential statistics conflict between table and prose,
V33-OD-0191,NONE,HOLD,Opioid consumption,24 h,EA,Sham,Outcome-specific analyzed population,General anaesthesia unverified from available main report. Source QC: Main article does not report fentanyl concentration. Do not convert mL to µg/mg/MME. 2-Hz vs 20/100-Hz inferential statistics conflict between table and prose,
