assessment_id,study,outcome,window,comparison,population,d1,d2,d3,d4,d5,overall,provenance,source,human_signoff_date,result_id,d1_rationale,d2_rationale,d3_rationale,d4_rationale,d5_rationale,overall_rationale,reviewer,review_date,effect_of_interest,source_pdf,source_sha256,source_text,result_location
V38-AUDIT-0077,Yang 2020,Nausea incidence,0–24 h after surgery,EA group vs UC group,29.0/28.0,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-AUDIT-0077,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,AUDIT-0077,SPSS sequence in sealed envelopes; opacity and recruiter independence not adequately detailed.,"Participants/provider unblinded, anaesthetists/assessors masked; possible differential recovery care.","Two omissions from 59 (one no PVB, one preoperative withdrawal); limited missingness.",Open-label patient reporting may affect nausea and GI times; observed vomiting considered separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yang_2020.txt,e920648-6; Table 4
V38-AUDIT-0078,Yang 2020,Vomiting incidence,0–24 h after surgery,EA group vs UC group,29.0/28.0,Some concerns,Some concerns,Low,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-AUDIT-0078,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,AUDIT-0078,SPSS sequence in sealed envelopes; opacity and recruiter independence not adequately detailed.,"Participants/provider unblinded, anaesthetists/assessors masked; possible differential recovery care.","Two omissions from 59 (one no PVB, one preoperative withdrawal); limited missingness.",Observable vomiting with common ascertainment; no evidence that knowledge of assignment materially altered measurement. Not equated to subjective nausea.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yang_2020.txt,e920648-6; Table 4
V38-AUDIT-0100,Pan 2023,Vomiting incidence,Within 24 h after operation,Group T — TEAS vs Group C — control,52.0/53.0,Some concerns,Some concerns,High,Low,Some concerns,High,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-AUDIT-0100,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,AUDIT-0100,"Random grouping reported, allocation concealment insufficiently documented.",No credible stimulation sham; protocol-deviation exclusions and possible differential care.,"Fig 3 (PDF p5): 60/60 allocated before exclusions for external analgesia, PCIA and surgery changes. 105 analysed; arm exclusion sums conflict with final 52/53. Informative missingness likely.",Observable vomiting recorded; clinician-determined remifentanil assessed separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,High in at least one domain.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,p. 815; Table 7
V38-AUDIT-0173,Gao 2021,Time to first bowel sounds,Postoperative,Postoperative TEAS vs Sham/no-current TEAS,303.0/307.0,Low,Some concerns,Low,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-AUDIT-0173,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,AUDIT-0173,Central block sequence with sealed allocation.,Patients not blinded; differential postoperative behaviours/care cannot be excluded.,610/307 analysed in the intention-to-treat population.,Bowel sounds obtained by masked auscultation; patient-reported events assessed separately below.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Gao_2021.txt,p. 1623; Table III
V38-AUDIT-0251,Sun 2017,Time to first postoperative flatus,Postoperative,Preoperative true TEAS only (TSS) vs All-period sham TEAS (SSS),91.0/90.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-AUDIT-0251,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,AUDIT-0251,"Computer sequence in opaque envelopes, operator alone aware.","Patients, anaesthetists and evaluators masked with minimal-sensation sham.","19/380 losses include changed surgery, prolonged operation and complications; GI-related missingness possible.",Masked patient/event recording for all three timing-arm comparisons.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/sun2017-2.pdf,08bff012301811eee2caa149fca626ae6787f61dcee2951fce77830ac7b5de44,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,Clin J Pain 2017;33:344; Table 2
V38-AUDIT-0252,Sun 2017,Time to first postoperative flatus,Postoperative,Preoperative + intraoperative true TEAS (TTS) vs All-period sham TEAS (SSS),91.0/90.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-AUDIT-0252,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,AUDIT-0252,"Computer sequence in opaque envelopes, operator alone aware.","Patients, anaesthetists and evaluators masked with minimal-sensation sham.","19/380 losses include changed surgery, prolonged operation and complications; GI-related missingness possible.",Masked patient/event recording for all three timing-arm comparisons.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/sun2017-2.pdf,08bff012301811eee2caa149fca626ae6787f61dcee2951fce77830ac7b5de44,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,Clin J Pain 2017;33:344; Table 2
V38-AUDIT-0253,Sun 2017,Time to first postoperative flatus,Postoperative,Preoperative + postoperative true TEAS (TST) vs All-period sham TEAS (SSS),89.0/90.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-AUDIT-0253,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,AUDIT-0253,"Computer sequence in opaque envelopes, operator alone aware.","Patients, anaesthetists and evaluators masked with minimal-sensation sham.","19/380 losses include changed surgery, prolonged operation and complications; GI-related missingness possible.",Masked patient/event recording for all three timing-arm comparisons.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/sun2017-2.pdf,08bff012301811eee2caa149fca626ae6787f61dcee2951fce77830ac7b5de44,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,Clin J Pain 2017;33:344; Table 2
V38-AUDIT-0254,Sun 2017,Time to first postoperative defecation,Postoperative,Preoperative true TEAS only (TSS) vs All-period sham TEAS (SSS),91.0/90.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-AUDIT-0254,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,AUDIT-0254,"Computer sequence in opaque envelopes, operator alone aware.","Patients, anaesthetists and evaluators masked with minimal-sensation sham.","19/380 losses include changed surgery, prolonged operation and complications; GI-related missingness possible.",Masked patient/event recording for all three timing-arm comparisons.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/sun2017-2.pdf,08bff012301811eee2caa149fca626ae6787f61dcee2951fce77830ac7b5de44,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,Clin J Pain 2017;33:344; Table 2
V38-AUDIT-0255,Sun 2017,Time to first postoperative defecation,Postoperative,Preoperative + intraoperative true TEAS (TTS) vs All-period sham TEAS (SSS),91.0/90.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-AUDIT-0255,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,AUDIT-0255,"Computer sequence in opaque envelopes, operator alone aware.","Patients, anaesthetists and evaluators masked with minimal-sensation sham.","19/380 losses include changed surgery, prolonged operation and complications; GI-related missingness possible.",Masked patient/event recording for all three timing-arm comparisons.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/sun2017-2.pdf,08bff012301811eee2caa149fca626ae6787f61dcee2951fce77830ac7b5de44,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,Clin J Pain 2017;33:344; Table 2
V38-AUDIT-0256,Sun 2017,Time to first postoperative defecation,Postoperative,Preoperative + postoperative true TEAS (TST) vs All-period sham TEAS (SSS),89.0/90.0,Low,Low,Some concerns,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-AUDIT-0256,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,AUDIT-0256,"Computer sequence in opaque envelopes, operator alone aware.","Patients, anaesthetists and evaluators masked with minimal-sensation sham.","19/380 losses include changed surgery, prolonged operation and complications; GI-related missingness possible.",Masked patient/event recording for all three timing-arm comparisons.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/sun2017-2.pdf,08bff012301811eee2caa149fca626ae6787f61dcee2951fce77830ac7b5de44,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,Clin J Pain 2017;33:344; Table 2
V38-AUDIT-0292,Lu 2021,Nausea incidence,0–24 h,Single PC6 TEAS vs Sham/no current,198.0/188.0,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-AUDIT-0292,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,AUDIT-0292,Central web block randomization in multicentre trial.,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,576 intention-to-treat participants retained across the two active arms and shared control.,Patient-reported nausea component potentially influenced; objective vomiting and masked dose assessed separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3"
V38-AUDIT-0293,Lu 2021,Nausea incidence,0–24 h,Combined PC6+CV17 TEAS vs Sham/no current,190.0/188.0,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-AUDIT-0293,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,AUDIT-0293,Central web block randomization in multicentre trial.,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,576 intention-to-treat participants retained across the two active arms and shared control.,Patient-reported nausea component potentially influenced; objective vomiting and masked dose assessed separately.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3"
V38-AUDIT-0294,Lu 2021,Vomiting incidence,0–24 h,Single PC6 TEAS vs Sham/no current,198.0/188.0,Low,Some concerns,Low,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-AUDIT-0294,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,AUDIT-0294,Central web block randomization in multicentre trial.,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,576 intention-to-treat participants retained across the two active arms and shared control.,Observable vomiting with common ascertainment; no evidence that knowledge of assignment materially altered measurement. Not equated to subjective nausea.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3"
V38-AUDIT-0295,Lu 2021,Vomiting incidence,0–24 h,Combined PC6+CV17 TEAS vs Sham/no current,190.0/188.0,Low,Some concerns,Low,Low,Some concerns,Some concerns,"Fresh v38 source-based domain assessment; supersedes conflicting historical selection for this exact result. Prior human completion is user-reported, not independently signed here.",10_FINAL_ADJUDICATION/02_DECISIONS/v38/rob2_assessments.csv#V38-AUDIT-0295,USER REPORTS PRIOR REVIEW COMPLETE; new judgment AI-conducted,AUDIT-0295,Central web block randomization in multicentre trial.,Patients not fully masked; potential differential care/reporting; clinician dosing assessed separately.,576 intention-to-treat participants retained across the two active arms and shared control.,Observable vomiting with common ascertainment; no evidence that knowledge of assignment materially altered measurement. Not equated to subjective nausea.,Prospective result-level analysis plan not independently verified for this exact endpoint/window/contrast. Published outcome naming alone does not establish prespecification; no evidence sufficient to assert selective choice with High certainty.,Residual concerns do not jointly establish likely material bias sufficient for High; do not mechanically count concerns.,AI assistant under user delegation,2026-09-20,Effect of assignment to intervention,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3"
