record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se,not_pooled_reason
V33-OD-0176,LI22_EA_vs_SHAM_NRS24,Li 2022,Pain — unspecified context,Postoperative NRS pain,24 h,24 h point,Median/IQR,EA,Sham,Preoperative electroacupuncture,Sham electroacupuncture,NRS 0-10,39,40,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,24-h postoperative NRS,,,,,,1,,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.
V33-OD-0177,LI22_EA_vs_SHAM_MPT24,Li 2022,Pain — unspecified context,Mechanical pain threshold around surgical incision,24 h,24 h point,Source-reported direction; exact value not promoted,EA,Sham,Preoperative electroacupuncture,Sham electroacupuncture,mechanical threshold,39,40,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,Mechanical-threshold longitudinal result,,,,,,1,,,Nonstandard or incomplete statistic; no inferred quantities.
V33-OD-0178,LI22_EA_vs_SHAM_OPIOID24,Li 2022,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid consumption,0-24 h,0-24h,Not reported,EA,Sham,Preoperative electroacupuncture,Sham electroacupuncture,mg/µg,39,40,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,Exact 24-h opioid endpoint absent,,,,,,1,,,Accessed source does not supply the requested numerical result.
V33-OD-0179,LIANG21_TEAS_vs_CTRL_CRBD_END,Liang 2021,Catheter-related bladder discomfort,CRBD incidence,End of surgery,end of surgery,Events/total,TEAS,Sham,Preoperative TEAS,Control/no stimulation,participants,35,35,,,,,9,28,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,CRBD incidence table,,-1.13498,0.29947,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0180,LIANG21_TEAS_vs_CTRL_CRBD_PACU,Liang 2021,Catheter-related bladder discomfort,CRBD incidence,PACU discharge,pacu discharge,Events/total,TEAS,Sham,Preoperative TEAS,Control/no stimulation,participants,35,35,,,,,20,28,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,CRBD incidence table,,-0.336472,0.169031,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0181,LIANG21_TEAS_vs_CTRL_CRBD24,Liang 2021,Catheter-related bladder discomfort,CRBD incidence,24 h,24 h point,Events/total,TEAS,Sham,Preoperative TEAS,Control/no stimulation,participants,35,35,,,,,7,31,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,CRBD incidence table,,-1.488077,0.343471,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0182,LIANG21_TEAS_vs_CTRL_CRBD48,Liang 2021,Catheter-related bladder discomfort,CRBD incidence,48 h,48h,Events/total,TEAS,Sham,Preoperative TEAS,Control/no stimulation,participants,35,35,,,,,4,19,HOLD,"Unresolved source conflict or undefined endpoint; printed values retained, excluded from quantitative models.",EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,CRBD incidence table,,,,,,1,,,"Unresolved source conflict or undefined endpoint; printed values retained, excluded from quantitative models."
V33-OD-0183,LIANG21_TEAS_vs_CTRL_OPIOID24,Liang 2021,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid consumption,0-24 h,0-24h,Not reported,TEAS,Sham,Preoperative TEAS,Control/no stimulation,mg/µg,35,35,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,Exact 24-h opioid endpoint absent,,,,,,1,,,Accessed source does not supply the requested numerical result.
V33-OD-0184,LEE11_LOW_vs_SHAM_MORPH24,Lee 2011,Postoperative opioid dose (native window/unit),Cumulative IV PCA morphine delivered,First 24 postoperative hours,first 24 postoperative hours,Mean/SD,MODALITY_REVIEW_REQUIRED,Sham,Low-frequency dense-sparse SSP,Sham SSP,mg IV morphine,10,12,29.29,8.89,34.2,6.4,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,Table 8 / total morphine delivered,,-4.91,3.364007,MD,Native MD; no pooled interpretation without compatible model.,1,-0.619738,0.438249,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0185,LEE11_HIGH_vs_SHAM_MORPH24,Lee 2011,Postoperative opioid dose (native window/unit),Cumulative IV PCA morphine delivered,First 24 postoperative hours,first 24 postoperative hours,Mean/SD,MODALITY_REVIEW_REQUIRED,Sham,100-Hz SSP,Sham SSP,mg IV morphine,12,12,31.14,8.15,34.2,6.4,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,Table 8 / total morphine delivered,,-3.06,2.991411,MD,Native MD; no pooled interpretation without compatible model.,1,-0.403209,0.412376,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0186,LEE11_LOW_vs_CONTROL_MORPH24,Lee 2011,Postoperative opioid dose (native window/unit),Cumulative IV PCA morphine delivered,First 24 postoperative hours,first 24 postoperative hours,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,Low-frequency dense-sparse SSP,Untreated control,mg IV morphine,10,13,29.29,8.89,38.63,11.08,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,Table 8 / total morphine delivered,,-9.34,4.164946,MD,Native MD; no pooled interpretation without compatible model.,1,-0.882661,0.440295,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0187,LEE11_LOW_vs_SHAM_VAS24,Lee 2011,Pain — unspecified context,VAS pain intensity,24 h,24 h point,Mean/SD,MODALITY_REVIEW_REQUIRED,Sham,Low-frequency dense-sparse SSP,Sham SSP,VAS 0-10,10,12,1.21,1.31,2.54,0.86,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,24-h VAS table,,-1.33,0.482953,MD,Native MD; no pooled interpretation without compatible model.,1,-1.178356,0.463563,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0188,JIN23_2HZ_vs_SHAM_NAPC48,Jin 2023,PCA/PCIA button presses,Cumulative analgesic pump compressions,48 h,48h,Median/IQR,EA,Sham,2-Hz postoperative EA,Sham nonpenetrating EA/no current,pump compressions,53,52,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,Primary outcome / Table 3,,,,,,1,,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.
V33-OD-0189,JIN23_20100_vs_SHAM_NAPC48,Jin 2023,PCA/PCIA button presses,Cumulative analgesic pump compressions,48 h,48h,Median/IQR,EA,Sham,20/100-Hz postoperative EA,Sham nonpenetrating EA/no current,pump compressions,53,52,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,Primary outcome / Table 3,,,,,,1,,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.
V33-OD-0190,JIN23_2HZ_vs_SHAM_VOL24,Jin 2023,PCIA solution volume,Published 'fentanyl consumption' / PCIA solution volume,24 h,24 h point,Mean/SD,EA,Sham,2-Hz postoperative EA,Sham nonpenetrating EA/no current,mL PCIA solution,53,52,39.31,15.58,56.54,12.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,Table 3 / 24-h 'fentanyl consumption',,-17.23,2.754041,MD,Native MD; no pooled interpretation without compatible model.,1,-1.209715,0.212291,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0191,JIN23_20100_vs_SHAM_VOL24,Jin 2023,PCIA solution volume,Published 'fentanyl consumption' / PCIA solution volume,24 h,24 h point,Mean/SD,EA,Sham,20/100-Hz postoperative EA,Sham nonpenetrating EA/no current,mL PCIA solution,53,52,45.72,16.92,56.54,12.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,Table 3 / 24-h 'fentanyl consumption',,-10.82,2.899386,MD,Native MD; no pooled interpretation without compatible model.,1,-0.721054,0.201431,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0192,JIN23_OPIOID24_MASS,Jin 2023,Postoperative opioid dose (native window/unit),Exact cumulative fentanyl mass / MME,0-24 h,0-24h,Not calculable,EA,Sham,Active EA arms,Sham nonpenetrating EA/no current,µg fentanyl / MME,,,,,,,,,HOLD,Nonstandard or incomplete statistic; no inferred quantities.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1fkNAFra0gZ9jkWkzp_S0TWy-5zVrXCtj/view?usp=drivesdk,PCIA formulation absent from main article,,,,,,1,,,Nonstandard or incomplete statistic; no inferred quantities.
V33-OD-0193,JIANG26_TEAS_vs_SHAM_FLATUS_PP,Jiang 2026,GI — first flatus,Time to first flatus,Postoperative,postoperative,Median/IQR,TEAS,Sham,Perioperative TEAS,Sham/no current,hours,294,293,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,Primary outcome / PP analysis,,,,,,1,,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.
V33-OD-0194,JIANG26_TEAS_vs_SHAM_FLATUS_MITT,Jiang 2026,GI — first flatus,Time to first flatus,Modified-ITT-type analysis among intervention recipients,modified-itt-type analysis among intervention recipients,Median/IQR,TEAS,Sham,Perioperative TEAS,Sham/no current,hours,296,297,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,Primary outcome / reported ITT analysis,,,,,,1,,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.
V33-OD-0195,JIANG26_TEAS_vs_SHAM_PONV24,Jiang 2026,PONV composite,PONV incidence,Within 24 h,within 24h,Events/total,TEAS,Sham,Perioperative TEAS,Sham/no current,participants,294,293,,,,,44,67,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,24-h PONV result,,-0.42391,0.175608,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0196,JIANG26_TEAS_vs_SHAM_INTRAOP_REMI,Jiang 2026,Intraoperative opioid,Remifentanil consumption,Intraoperative,intraoperative,Median/IQR,TEAS,Sham,Perioperative TEAS,Sham/no current,µg remifentanil,294,293,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,Perioperative characteristics table,,,,,,1,,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.
V33-OD-0197,JIANG26_TEAS_vs_SHAM_OPIOID24,Jiang 2026,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid consumption,0-24 h,0-24h,Not reported,TEAS,Sham,Perioperative TEAS,Sham/no current,mg/µg,294,293,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,Postoperative analgesia section,,,,,,1,,,Accessed source does not supply the requested numerical result.
V33-OD-0198,HUANG25_EA_vs_UC_FLATUS,Huang 2025,GI — first flatus,Time to first flatus,Postoperative,postoperative,Mean/SD,EA,Usual care,Postoperative EA + ERAS,ERAS/standard care,hours,43,45,36.4,8,42.2,8.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: High,,https://drive.google.com/file/d/1VnJCbIPz8Uy1kXYCTKk7l9Zqj-rTECrY/view?usp=drivesdk,Co-primary outcome / first flatus,,-5.8,1.758956,MD,Native MD; no pooled interpretation without compatible model.,1,-0.696072,0.219615,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0200,HUANG25_EA_vs_UC_OPIOID24,Huang 2025,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid consumption,0-24 h,0-24h,Not reported,EA,Usual care,Postoperative EA + ERAS,ERAS/standard care,mg/µg,43,45,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1VnJCbIPz8Uy1kXYCTKk7l9Zqj-rTECrY/view?usp=drivesdk,Postoperative analgesia section,,,,,,1,,,Accessed source does not supply the requested numerical result.
V33-OD-0201,HUANG24_CONTRA_vs_SHAM_VASD1,Huang 2024,Pain — movement/activity,VAS during walking/knee movement,POD1,pod1,Mean/SD,EA,Sham,Contralateral EA,Bilateral sham EA,VAS 0-100,38,38,53.16,9.99,56.71,9.84,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1z-76QoxqmtMRV32wOpem7jAyDnuD6fb8/view?usp=drivesdk,Primary serial VAS / Day 1,,-3.55,2.274722,MD,Native MD; no pooled interpretation without compatible model.,1,-0.354392,0.23121,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0202,HUANG24_IPSI_vs_SHAM_VASD1,Huang 2024,Pain — movement/activity,VAS during walking/knee movement,POD1,pod1,Mean/SD,EA,Sham,Ipsilateral EA,Bilateral sham EA,VAS 0-100,38,38,53.5,10.79,56.71,9.84,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1z-76QoxqmtMRV32wOpem7jAyDnuD6fb8/view?usp=drivesdk,Primary serial VAS / Day 1,,-3.21,2.368931,MD,Native MD; no pooled interpretation without compatible model.,1,-0.307706,0.230769,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
