result_id,outcome,timepoint,contrast,population,n_i,n_c,rob2_assessment_id,linkage_status,overall,d1,d2,d3,d4,d5,selection_rule,alternative_assessments,provenance,human_final_signoff,models
V33-OD-0209,Total opioid as remifentanil-equivalent rate,Intraoperative,HUANG17_2100_vs_CTRL_REMI,Outcome-specific analyzed population,20.0,20.0,AF26-F-intra-004,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Some concerns,Low,Low,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-intra-004,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0210,Total opioid as remifentanil-equivalent rate,Intraoperative,HUANG17_2HZ_vs_CTRL_REMI,Outcome-specific analyzed population,20.0,20.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0211,Total opioid as remifentanil-equivalent rate,Intraoperative,HUANG17_100HZ_vs_CTRL_REMI,Outcome-specific analyzed population,20.0,20.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0212,Published postoperative sufentanil aggregate,Observation window unclear,HUANG17_POSTOP_SUF_AGG,Outcome-specific analyzed population,20.0,20.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0213,Exact cumulative postoperative sufentanil consumption,0-24 h,HUANG17_OPIOID24,Outcome-specific analyzed population,20.0,20.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0214,Total postoperative opioid consumption in morphine equivalents,0-24 h,HEJIS26_TEAS_vs_CTRL_MME24,Outcome-specific analyzed population,80.0,79.0,CORRECTED-V34-047,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Some concerns,Low,Low,Low,Exact result applicability manually mapped to latest consolidated corrected record; supersedes legacy selector.,,v34 master: Corrected_RoB2 row48,NOT INDEPENDENTLY DOCUMENTED,;opioid24_TEAS_sham_expanded_suf0.25;opioid24_TEAS_sham_expanded_suf0.25_without_Chen2020;opioid24_TEAS_sham_expanded_suf0.5;opioid24_TEAS_sham_expanded_suf0.5_without_Chen2020;opioid24_TEAS_sham_expanded_suf1;opioid24_TEAS_sham_expanded_suf1_without_Chen2020
V33-OD-0215,PONV incidence,0-24 h,HEJIS26_TEAS_vs_CTRL_PONV24,Outcome-specific analyzed population,80.0,79.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;ponv24_TEAS_sham;ponv24_TEAS_sham_point_window_sensitivity;ponv24_TEAS_broad_sham_sensitivity
V33-OD-0216,PCA attempts,24 h,HEJIS26_TEAS_vs_CTRL_PCAATT24,Outcome-specific analyzed population,80.0,79.0,AF26-F-PCA-002,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Some concerns,Low,Low,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-002,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0217,Moderate-to-severe movement-evoked pain (VAS >4),24 h,HEBREAST26_EA_vs_SHAM_MODMOV24,Outcome-specific analyzed population,65.0,65.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0218,Movement VAS,24 h,HEBREAST26_EA_vs_SHAM_VASMOV24,Outcome-specific analyzed population,65.0,65.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;pain24_movement_EA_sham_with_He
V33-OD-0219,Resting VAS,24 h,HEBREAST26_EA_vs_SHAM_VASREST24,Outcome-specific analyzed population,65.0,65.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;pain24_rest_EA_sham_He_reported_SD
V33-OD-0220,Cumulative rescue morphine consumption,0-24 h,HEBREAST26_OPIOID24,Outcome-specific analyzed population,65.0,65.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0221,VAS pain intensity,24 h,GU19_LTEAS_vs_CTEAS_VAS24,Outcome-specific analyzed population,58.0,59.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;pain24_unclassified_TEAS_sham
V33-OD-0222,Time to first bowel sounds,Postoperative,GU19_LTEAS_vs_CTEAS_BOWEL,Outcome-specific analyzed population,58.0,59.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;bowelsounds_TEAS_sham;bowelsounds_TEAS_sham_without_Zheng2025
V33-OD-0223,Time to first flatus,Postoperative,GU19_LTEAS_vs_CTEAS_FLATUS,Outcome-specific analyzed population,58.0,59.0,CORRECTED-V34-049,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,Exact result applicability manually mapped to latest consolidated corrected record; supersedes legacy selector.,,v34 master: Corrected_RoB2 row50,NOT INDEPENDENTLY DOCUMENTED,;flatus_TEAS_sham;flatus_TEAS_sham_SMD_sensitivity;flatus_TEAS_sham_without_Zheng2025
V33-OD-0224,Time to first defecation,Postoperative,GU19_LTEAS_vs_CTEAS_DEFEC,Outcome-specific analyzed population,58.0,59.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;defecation_TEAS_sham
V33-OD-0225,Cumulative multimodal PCIA solution consumed,4 h,GU19_LTEAS_vs_CTEAS_PCIA4,Outcome-specific analyzed population,58.0,59.0,AF26-F-postop-dose-008,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-postop-dose-008,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0226,Cumulative multimodal PCIA solution consumed,8 h,GU19_LTEAS_vs_CTEAS_PCIA8,Outcome-specific analyzed population,58.0,59.0,AF26-F-postop-dose-008,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-postop-dose-008,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0227,Cumulative multimodal PCIA solution consumed,36 h,GU19_LTEAS_vs_CTEAS_PCIA36,Outcome-specific analyzed population,58.0,59.0,AF26-F-postop-dose-008,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-postop-dose-008,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0228,Cumulative multimodal PCIA solution volume,0-24 h,GU19_OPIOID24,Outcome-specific analyzed population,58.0,59.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0229,Postoperative cognitive dysfunction (MoCA decline ≥1 SD),POD1,GUO23_TEAS_vs_SHAM_POCD1,Outcome-specific analyzed population,55.0,55.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0230,Postoperative cognitive dysfunction (MoCA decline ≥1 SD),POD7,GUO23_TEAS_vs_SHAM_POCD7,Outcome-specific analyzed population,55.0,55.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0231,Postoperative cognitive dysfunction (MoCA decline ≥1 SD),POD30,GUO23_TEAS_vs_SHAM_POCD30,Outcome-specific analyzed population,55.0,55.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0232,Remifentanil consumption,Intraoperative,GUO23_TEAS_vs_SHAM_REMI,Outcome-specific analyzed population,55.0,55.0,AF26-F-intra-010,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Some concerns,Some concerns,Low,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-intra-010,NOT INDEPENDENTLY DOCUMENTED,;intraop_remifentanil_TEAS_sham;intraop_remifentanil_TEAS_sham_without_Zheng2025
V33-OD-0233,NRS pain intensity,POD1,GUO23_PAINPOD1,Outcome-specific analyzed population,55.0,55.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0234,Actual postoperative sufentanil consumption,0-24 h,GUO23_OPIOID24,Outcome-specific analyzed population,55.0,55.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0235,PACU analgesic requirement in women-only subgroup,PACU,GRECH16_EA_vs_CTRL_PACU_MME_WOMEN,Outcome-specific analyzed population,9.0,9.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0236,Exact cumulative 24-h postoperative morphine-equivalent consumption,0-24 h,GRECH16_EA_vs_CTRL_OPIOID24,Outcome-specific analyzed population,,,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0237,Postoperative VAS pain,PACU and POD1-3,GRECH16_EA_vs_CTRL_PAIN,Outcome-specific analyzed population,,,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0238,Postoperative paralytic ileus: no flatus >72 h,Postoperative,GAO21_TEAS_vs_SHAM_POI,Outcome-specific analyzed population,303.0,307.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0239,Time to first flatus,Postoperative,GAO21_TEAS_vs_SHAM_FLATUS,Outcome-specific analyzed population,303.0,307.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;flatus_TEAS_sham;flatus_TEAS_sham_SMD_sensitivity;flatus_TEAS_sham_without_Zheng2025
V33-OD-0240,Time to first defecation,Postoperative,GAO21_TEAS_vs_SHAM_DEFEC,Outcome-specific analyzed population,303.0,307.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;defecation_TEAS_sham
V33-OD-0241,Time to resume normal diet,Postoperative,GAO21_TEAS_vs_SHAM_DIET,Outcome-specific analyzed population,303.0,307.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0242,Exact cumulative postoperative opioid consumption,0-24 h,GAO21_OPIOID24,Outcome-specific analyzed population,303.0,307.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0243,24-h morphine PCA dose,First 24 postoperative hours,YEH10_AES_vs_SHAM_MORPH24,Outcome-specific analyzed population,33.0,30.0,CORRECTED-V34-053,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Low,Some concerns,Low,Some concerns,Exact result applicability manually mapped to latest consolidated corrected record; supersedes legacy selector.,AF26-F-postop-dose-003,v34 master: Corrected_RoB2 row54,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0244,24-h morphine PCA dose,First 24 postoperative hours,YEH10_AES_vs_CONTROL_MORPH24,Outcome-specific analyzed population,33.0,31.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0245,24-h IV morphine PCA dose,First 24 postoperative hours,YEH11_AES_vs_SHAM_MORPH24,Outcome-specific analyzed population,30.0,30.0,CORRECTED-V34-054,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Low,Low,Low,Some concerns,Exact result applicability manually mapped to latest consolidated corrected record; supersedes legacy selector.,AF26-F-postop-dose-010,v34 master: Corrected_RoB2 row55,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0246,24-h IV morphine PCA dose,First 24 postoperative hours,YEH11_AES_vs_CONTROL_MORPH24,Outcome-specific analyzed population,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0247,IV PCA morphine consumption,Day 0,WONG06_EA_vs_SHAM_MORPHD0,Outcome-specific analyzed population,13.0,12.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0248,IV PCA morphine consumption,Day 1,WONG06_EA_vs_SHAM_MORPHD1,Outcome-specific analyzed population,13.0,12.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0249,IV PCA morphine consumption,Day 2,WONG06_EA_vs_SHAM_MORPHD2,Outcome-specific analyzed population,13.0,12.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0250,IV PCA morphine consumption,First 3 postoperative days total,WONG06_EA_vs_SHAM_MORPHTOTAL,Outcome-specific analyzed population,13.0,12.0,CORRECTED-V34-055,LINKED EXISTING RESULT ASSESSMENT,High,Low,Low,High,Low,Some concerns,Exact result applicability manually mapped to latest consolidated corrected record; supersedes legacy selector.,AF26-B-002,v34 master: Corrected_RoB2 row56,NOT INDEPENDENTLY DOCUMENTED,;opioid72_EA_sham_PCA
V33-OD-0251,Exact total opioid exposure,0-24 h,WONG06_EA_vs_SHAM_OPIOID24,Outcome-specific analyzed population,13.0,12.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0252,Total IV morphine analgesia,First 24 h,ELR09_EA_vs_CTRL_MORPH24,Outcome-specific analyzed population,42.0,53.0,CORRECTED-V34-056,LINKED EXISTING RESULT ASSESSMENT,High,Some concerns,Low,High,Low,Some concerns,Exact result applicability manually mapped to latest consolidated corrected record; supersedes legacy selector.,AF26-F-postop-dose-007,v34 master: Corrected_RoB2 row57,NOT INDEPENDENTLY DOCUMENTED,;opioid24_EA_usual;opioid24_EA_usual_expanded
V33-OD-0253,Total IV morphine analgesia,First 4 h,ELR09_EA_vs_CTRL_MORPH4,Outcome-specific analyzed population,40.0,53.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0254,Total postoperative fentanyl PCIA dose,Through reported 48-h PCIA period,AN14_EA_vs_CTRL_FENT48,Outcome-specific analyzed population,41.0,40.0,CORRECTED-V34-061,LINKED EXISTING RESULT ASSESSMENT,High,Some concerns,Low,High,Low,Some concerns,Exact result applicability manually mapped to latest consolidated corrected record; supersedes legacy selector.,AF26-A-003,v34 master: Corrected_RoB2 row62,NOT INDEPENDENTLY DOCUMENTED,;opioid48_EA_usual_PCA
V33-OD-0255,Exact cumulative postoperative fentanyl,0-24 h,AN14_EA_vs_CTRL_OPIOID24,Outcome-specific analyzed population,41.0,40.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0256,Global QoR-40,24 h,CHEN15Q_TEAS_vs_CTRL_QOR40,Outcome-specific analyzed population,41.0,42.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
